order_id,user_id,restaurant_id,order_date,total_amount,name,city,membership,restaurant_name,cuisine,rating
35,2858,291,15-05-2023,121.81,User_2858,Hyderabad,Regular,Restaurant_291,Mexican,4.3
36,186,113,12-09-2023,140.83,User_186,Chennai,Regular,Restaurant_113,Chinese,5.0
37,952,34,01-02-2023,1198.64,User_952,Chennai,Gold,Restaurant_34,Chinese,4.3
38,2972,376,11-01-2023,751.82,User_2972,Bangalore,Regular,Restaurant_376,Indian,3.4
39,118,170,23-02-2023,596.06,User_118,Pune,Regular,Restaurant_170,Mexican,4.4
40,2773,63,25-07-2023,622.5,User_2773,Pune,Gold,Restaurant_63,Italian,5.0
41,1071,145,09-01-2023,753.16,User_1071,Hyderabad,Gold,Restaurant_145,Italian,3.1
42,2274,121,21-01-2023,955.51,User_2274,Chennai,Regular,Restaurant_121,Indian,4.1
43,380,256,26-03-2023,850.52,User_380,Bangalore,Regular,Restaurant_256,Italian,3.1
44,633,161,04-12-2023,512.14,User_633,Pune,Gold,Restaurant_161,Mexican,3.8
45,1146,426,13-09-2023,914.87,User_1146,Pune,Gold,Restaurant_426,Chinese,3.5
46,2294,72,25-12-2023,602.82,User_2294,Pune,Regular,Restaurant_72,Mexican,3.4
47,505,69,30-09-2023,929.24,User_505,Hyderabad,Gold,Restaurant_69,Chinese,4.9
48,372,397,30-11-2023,957.14,User_372,Chennai,Regular,Restaurant_397,Indian,4.8
49,2911,234,10-02-2023,183.82,User_2911,Pune,Regular,Restaurant_234,Chinese,3.7
50,1673,118,26-09-2023,298.54,User_1673,Chennai,Regular,Restaurant_118,Mexican,3.8
51,1853,381,10-05-2023,893.66,User_1853,Hyderabad,Gold,Restaurant_381,Italian,4.6
52,799,462,18-08-2023,1423.59,User_799,Chennai,Regular,Restaurant_462,Italian,3.1
53,638,262,14-12-2023,261.16,User_638,Hyderabad,Regular,Restaurant_262,Chinese,4.9
54,1042,266,06-09-2023,334.11,User_1042,Pune,Gold,Restaurant_266,Italian,3.9
55,2610,172,08-06-2023,838.38,User_2610,Pune,Regular,Restaurant_172,Italian,3.9
56,2560,215,20-10-2023,1499.8,User_2560,Pune,Gold,Restaurant_215,Mexican,4.4
57,392,273,16-06-2023,852.11,User_392,Chennai,Regular,Restaurant_273,Indian,3.9
58,606,361,22-02-2023,1281.55,User_606,Hyderabad,Gold,Restaurant_361,Indian,4.5
59,1785,247,07-11-2023,169.22,User_1785,Bangalore,Gold,Restaurant_247,Mexican,3.2
60,1077,373,10-04-2023,544.55,User_1077,Chennai,Regular,Restaurant_373,Indian,3.6
61,1753,130,30-08-2023,1134.71,User_1753,Hyderabad,Gold,Restaurant_130,Indian,4.6
62,723,165,24-11-2023,722.78,User_723,Bangalore,Gold,Restaurant_165,Mexican,4.3
63,205,339,27-07-2023,1107.3,User_205,Pune,Gold,Restaurant_339,Indian,3.1
64,1565,189,09-03-2023,625.41,User_1565,Pune,Regular,Restaurant_189,Indian,4.8
65,2905,220,07-04-2023,881.86,User_2905,Pune,Gold,Restaurant_220,Mexican,3.2
66,340,70,12-08-2023,1356.31,User_340,Chennai,Regular,Restaurant_70,Chinese,4.7
67,2716,233,07-08-2023,781.02,User_2716,Pune,Regular,Restaurant_233,Italian,4.5
68,850,292,19-04-2023,165.97,User_850,Chennai,Regular,Restaurant_292,Mexican,4.0
69,929,162,10-07-2023,1377.54,User_929,Chennai,Gold,Restaurant_162,Italian,3.3
70,179,463,23-09-2023,890.18,User_179,Bangalore,Regular,Restaurant_463,Chinese,3.2
71,773,256,18-05-2023,1401.97,User_773,Pune,Gold,Restaurant_256,Italian,3.1
72,204,413,28-11-2023,575.36,User_204,Bangalore,Regular,Restaurant_413,Italian,3.3
73,1725,80,19-04-2023,765.76,User_1725,Bangalore,Gold,Restaurant_80,Italian,3.9
74,1284,229,01-12-2023,1223.01,User_1284,Chennai,Regular,Restaurant_229,Italian,3.8
75,849,444,22-08-2023,700.31,User_849,Pune,Regular,Restaurant_444,Chinese,4.7
76,1565,233,28-08-2023,1117.61,User_1565,Pune,Regular,Restaurant_233,Italian,4.5
77,1632,80,22-10-2023,851.28,User_1632,Bangalore,Regular,Restaurant_80,Italian,3.9
78,2286,432,24-12-2023,271.81,User_2286,Chennai,Regular,Restaurant_432,Mexican,5.0
79,1396,242,09-03-2023,1052.51,User_1396,Pune,Gold,Restaurant_242,Mexican,4.0
80,1965,291,23-02-2023,1323.7,User_1965,Hyderabad,Gold,Restaurant_291,Mexican,4.3
81,2320,368,18-08-2023,537.78,User_2320,Hyderabad,Gold,Restaurant_368,Indian,4.4
82,38,257,11-01-2023,1326.03,User_38,Chennai,Gold,Restaurant_257,Italian,3.4
83,1149,347,03-09-2023,961.02,User_1149,Chennai,Gold,Restaurant_347,Chinese,4.8
84,2879,196,29-12-2023,488.53,User_2879,Pune,Gold,Restaurant_196,Italian,5.0
85,2917,201,12-11-2023,1102.52,User_2917,Bangalore,Gold,Restaurant_201,Mexican,3.4
86,2563,423,28-10-2023,1018.04,User_2563,Hyderabad,Regular,Restaurant_423,Indian,3.2
87,1750,385,14-04-2023,1103.42,User_1750,Pune,Gold,Restaurant_385,Chinese,4.4
88,58,320,01-06-2023,196.11,User_58,Bangalore,Regular,Restaurant_320,Italian,4.1
89,1619,158,20-06-2023,619.05,User_1619,Bangalore,Regular,Restaurant_158,Indian,4.5
90,2760,320,16-01-2023,264.05,User_2760,Hyderabad,Regular,Restaurant_320,Italian,4.1
91,2309,476,07-07-2023,391.36,User_2309,Chennai,Gold,Restaurant_476,Mexican,3.4
92,81,200,07-01-2023,870.09,User_81,Chennai,Regular,Restaurant_200,Chinese,3.9
93,2874,1,22-01-2023,441.18,User_2874,Hyderabad,Regular,Restaurant_1,Chinese,4.8
94,587,176,10-12-2023,285.28,User_587,Chennai,Regular,Restaurant_176,Italian,4.0
95,570,280,20-02-2023,795.58,User_570,Bangalore,Gold,Restaurant_280,Chinese,3.7
96,1048,157,17-09-2023,711.84,User_1048,Pune,Regular,Restaurant_157,Italian,4.5
97,614,335,18-09-2023,190.14,User_614,Hyderabad,Regular,Restaurant_335,Italian,3.9
98,1135,161,05-12-2023,1225.83,User_1135,Bangalore,Regular,Restaurant_161,Mexican,3.8
99,549,11,25-11-2023,146.68,User_549,Pune,Gold,Restaurant_11,Chinese,4.9
100,2811,484,15-12-2023,632.94,User_2811,Bangalore,Gold,Restaurant_484,Mexican,4.2
101,1337,96,24-09-2023,852.59,User_1337,Bangalore,Regular,Restaurant_96,Mexican,4.4
102,991,482,07-03-2023,913.83,User_991,Pune,Regular,Restaurant_482,Chinese,4.5
103,1922,492,11-04-2023,1017.18,User_1922,Chennai,Gold,Restaurant_492,Italian,4.0
104,1115,379,03-10-2023,1191.17,User_1115,Chennai,Regular,Restaurant_379,Mexican,4.1
105,804,407,01-06-2023,109.14,User_804,Bangalore,Gold,Restaurant_407,Mexican,4.6
106,2873,68,18-11-2023,1352.79,User_2873,Pune,Gold,Restaurant_68,Italian,4.1
107,1118,388,05-03-2023,1037.09,User_1118,Pune,Gold,Restaurant_388,Indian,3.9
108,1493,5,16-04-2023,1375.29,User_1493,Chennai,Regular,Restaurant_5,Chinese,4.8
109,532,432,27-05-2023,1461.82,User_532,Hyderabad,Gold,Restaurant_432,Mexican,5.0
110,1350,220,04-06-2023,932.09,User_1350,Bangalore,Gold,Restaurant_220,Mexican,3.2
111,1416,66,30-03-2023,1346.23,User_1416,Pune,Regular,Restaurant_66,Italian,4.7
112,2446,447,15-11-2023,149.76,User_2446,Bangalore,Gold,Restaurant_447,Chinese,3.2
113,2265,28,13-04-2023,475.81,User_2265,Pune,Gold,Restaurant_28,Chinese,3.6
114,142,390,29-07-2023,842.42,User_142,Pune,Regular,Restaurant_390,Mexican,4.7
115,827,184,17-02-2023,367.72,User_827,Chennai,Gold,Restaurant_184,Mexican,3.5
116,2476,319,12-03-2023,296.82,User_2476,Pune,Regular,Restaurant_319,Indian,3.1
117,1449,328,07-05-2023,1485.31,User_1449,Pune,Gold,Restaurant_328,Mexican,4.6
118,1209,209,22-07-2023,880.41,User_1209,Bangalore,Gold,Restaurant_209,Indian,3.6
119,1741,257,18-09-2023,1008.64,User_1741,Pune,Gold,Restaurant_257,Italian,3.4
120,1385,379,06-08-2023,1146.39,User_1385,Bangalore,Regular,Restaurant_379,Mexican,4.1
121,383,438,31-07-2023,930.64,User_383,Hyderabad,Regular,Restaurant_438,Italian,3.2
122,2661,376,01-08-2023,769.46,User_2661,Chennai,Gold,Restaurant_376,Indian,3.4
123,2440,73,17-12-2023,1492.73,User_2440,Pune,Regular,Restaurant_73,Mexican,3.1
124,257,102,07-06-2023,996.95,User_257,Chennai,Regular,Restaurant_102,Italian,4.9
125,1649,14,09-10-2023,1345.86,User_1649,Chennai,Gold,Restaurant_14,Indian,3.8
126,970,122,29-09-2023,320.68,User_970,Bangalore,Regular,Restaurant_122,Indian,3.9
127,2913,309,04-01-2023,1251.4,User_2913,Pune,Gold,Restaurant_309,Indian,4.5
128,42,152,10-06-2023,379.57,User_42,Bangalore,Regular,Restaurant_152,Indian,4.8
129,1227,46,28-11-2023,158.62,User_1227,Hyderabad,Gold,Restaurant_46,Chinese,3.6
130,1128,418,05-09-2023,710.77,User_1128,Pune,Gold,Restaurant_418,Chinese,3.3
131,2850,389,10-08-2023,1406.07,User_2850,Hyderabad,Gold,Restaurant_389,Italian,4.9
132,778,302,03-03-2023,198.22,User_778,Hyderabad,Gold,Restaurant_302,Mexican,4.9
133,2384,165,29-03-2023,872.28,User_2384,Pune,Regular,Restaurant_165,Mexican,4.3
134,45,220,24-03-2023,775.17,User_45,Hyderabad,Gold,Restaurant_220,Mexican,3.2
135,912,483,09-11-2023,365.07,User_912,Bangalore,Regular,Restaurant_483,Chinese,4.5
136,2643,175,16-02-2023,968.84,User_2643,Chennai,Regular,Restaurant_175,Chinese,4.1
137,1603,20,27-05-2023,1401.56,User_1603,Chennai,Gold,Restaurant_20,Indian,3.7
138,880,384,09-05-2023,1140.38,User_880,Pune,Regular,Restaurant_384,Mexican,4.6
139,1639,19,20-04-2023,1446.43,User_1639,Hyderabad,Regular,Restaurant_19,Indian,3.6
140,765,381,13-03-2023,1381.41,User_765,Hyderabad,Gold,Restaurant_381,Italian,4.6
141,1831,384,12-11-2023,1129.47,User_1831,Hyderabad,Gold,Restaurant_384,Mexican,4.6
142,1860,112,07-02-2023,1331.64,User_1860,Chennai,Gold,Restaurant_112,Chinese,3.2
143,1729,259,22-11-2023,158.75,User_1729,Chennai,Gold,Restaurant_259,Mexican,3.7
144,2519,452,16-04-2023,247.03,User_2519,Chennai,Gold,Restaurant_452,Chinese,4.4
145,1243,11,17-09-2023,365.51,User_1243,Hyderabad,Gold,Restaurant_11,Chinese,4.9
146,93,2,20-04-2023,1250.74,User_93,Bangalore,Regular,Restaurant_2,Indian,4.1
147,1821,268,27-05-2023,172.91,User_1821,Hyderabad,Regular,Restaurant_268,Indian,3.8
148,1975,73,06-02-2023,607.82,User_1975,Bangalore,Regular,Restaurant_73,Mexican,3.1
149,2337,345,24-06-2023,932.79,User_2337,Bangalore,Gold,Restaurant_345,Chinese,4.3
150,2136,486,01-03-2023,1402.24,User_2136,Hyderabad,Regular,Restaurant_486,Italian,4.1
151,863,474,07-12-2023,1148.35,User_863,Bangalore,Gold,Restaurant_474,Mexican,3.5
152,2115,176,29-09-2023,112.31,User_2115,Pune,Gold,Restaurant_176,Italian,4.0
153,2832,34,16-02-2023,641.49,User_2832,Hyderabad,Gold,Restaurant_34,Chinese,4.3
154,623,244,28-05-2023,221.42,User_623,Pune,Gold,Restaurant_244,Italian,4.3
155,2523,90,12-03-2023,484.27,User_2523,Pune,Gold,Restaurant_90,Italian,4.8
156,282,179,02-08-2023,1373.33,User_282,Chennai,Gold,Restaurant_179,Italian,3.5
157,436,120,26-05-2023,439.11,User_436,Bangalore,Gold,Restaurant_120,Italian,3.2
158,2732,182,16-01-2023,439.9,User_2732,Hyderabad,Regular,Restaurant_182,Mexican,4.8
159,2152,357,04-01-2023,1070.88,User_2152,Chennai,Gold,Restaurant_357,Italian,3.8
160,1291,381,30-03-2023,139.67,User_1291,Chennai,Gold,Restaurant_381,Italian,4.6
161,354,319,29-09-2023,175.84,User_354,Chennai,Regular,Restaurant_319,Indian,3.1
162,939,208,06-11-2023,763.73,User_939,Chennai,Regular,Restaurant_208,Mexican,4.7
163,2852,86,26-12-2023,190.64,User_2852,Pune,Regular,Restaurant_86,Indian,4.2
164,2241,104,08-08-2023,411.65,User_2241,Chennai,Regular,Restaurant_104,Chinese,4.9
165,1982,325,12-05-2023,761.84,User_1982,Chennai,Gold,Restaurant_325,Italian,4.5
166,1583,169,06-10-2023,456.5,User_1583,Hyderabad,Gold,Restaurant_169,Italian,4.2
167,1644,483,11-10-2023,427.18,User_1644,Bangalore,Regular,Restaurant_483,Chinese,4.5
168,1437,135,15-06-2023,1357.22,User_1437,Hyderabad,Gold,Restaurant_135,Indian,3.7
169,2475,320,07-04-2023,1013.3,User_2475,Pune,Gold,Restaurant_320,Italian,4.1
170,2134,290,09-03-2023,1352.94,User_2134,Hyderabad,Regular,Restaurant_290,Chinese,4.9
171,968,319,15-07-2023,1102.1,User_968,Bangalore,Regular,Restaurant_319,Indian,3.1
172,1953,332,22-01-2023,1307.06,User_1953,Chennai,Gold,Restaurant_332,Chinese,4.8
173,1352,109,18-06-2023,164.31,User_1352,Pune,Gold,Restaurant_109,Chinese,5.0
174,740,371,11-12-2023,1161.71,User_740,Hyderabad,Gold,Restaurant_371,Chinese,3.1
175,238,379,27-10-2023,1482.75,User_238,Hyderabad,Regular,Restaurant_379,Mexican,4.1
176,2544,171,17-12-2023,552.39,User_2544,Hyderabad,Gold,Restaurant_171,Mexican,3.6
177,2271,117,15-05-2023,1088.98,User_2271,Pune,Gold,Restaurant_117,Indian,3.9
178,424,375,14-05-2023,1402.18,User_424,Bangalore,Gold,Restaurant_375,Chinese,4.3
179,1437,91,07-09-2023,703.69,User_1437,Hyderabad,Gold,Restaurant_91,Italian,4.8
180,816,399,19-05-2023,1289.82,User_816,Chennai,Regular,Restaurant_399,Chinese,3.2
181,1090,136,20-04-2023,1437.19,User_1090,Pune,Regular,Restaurant_136,Indian,3.6
182,131,123,09-02-2023,1470.97,User_131,Chennai,Gold,Restaurant_123,Chinese,4.2
183,724,489,26-06-2023,561.65,User_724,Hyderabad,Regular,Restaurant_489,Italian,3.0
184,1945,391,09-03-2023,518.58,User_1945,Pune,Regular,Restaurant_391,Indian,3.3
185,1722,54,13-08-2023,105.4,User_1722,Hyderabad,Gold,Restaurant_54,Italian,4.9
186,2704,285,31-05-2023,1028.25,User_2704,Pune,Gold,Restaurant_285,Mexican,4.8
187,2805,116,22-06-2023,803.92,User_2805,Bangalore,Regular,Restaurant_116,Chinese,4.2
188,2666,277,30-06-2023,558.85,User_2666,Chennai,Gold,Restaurant_277,Mexican,3.3
189,574,442,02-09-2023,805.04,User_574,Chennai,Regular,Restaurant_442,Italian,3.7
190,1542,237,13-03-2023,501.58,User_1542,Bangalore,Regular,Restaurant_237,Italian,4.5
191,2482,116,05-05-2023,1340.73,User_2482,Chennai,Regular,Restaurant_116,Chinese,4.2
192,345,76,24-04-2023,862.55,User_345,Chennai,Gold,Restaurant_76,Italian,4.7
193,2405,126,20-01-2023,261.66,User_2405,Bangalore,Regular,Restaurant_126,Italian,4.5
194,914,183,17-07-2023,401.42,User_914,Bangalore,Regular,Restaurant_183,Chinese,3.7
195,1258,58,12-02-2023,1179.75,User_1258,Pune,Regular,Restaurant_58,Indian,4.4
196,789,254,25-07-2023,967.6,User_789,Pune,Regular,Restaurant_254,Indian,4.7
197,996,58,03-03-2023,619.68,User_996,Chennai,Gold,Restaurant_58,Indian,4.4
198,767,243,05-04-2023,1389.57,User_767,Hyderabad,Gold,Restaurant_243,Chinese,4.8
199,2543,94,06-10-2023,844.75,User_2543,Pune,Regular,Restaurant_94,Chinese,4.5
200,2619,263,08-02-2023,258.38,User_2619,Bangalore,Regular,Restaurant_263,Indian,4.4
201,1782,49,20-05-2023,375.74,User_1782,Hyderabad,Gold,Restaurant_49,Italian,4.0
202,1347,43,25-02-2023,1169.6,User_1347,Chennai,Gold,Restaurant_43,Chinese,4.9
203,482,376,30-01-2023,986.26,User_482,Hyderabad,Regular,Restaurant_376,Indian,3.4
204,2094,364,23-10-2023,1164.27,User_2094,Hyderabad,Gold,Restaurant_364,Mexican,3.4
205,1380,54,25-12-2023,121.12,User_1380,Hyderabad,Regular,Restaurant_54,Italian,4.9
206,253,308,17-12-2023,200.98,User_253,Chennai,Regular,Restaurant_308,Italian,4.3
207,2453,218,23-02-2023,1441.98,User_2453,Pune,Regular,Restaurant_218,Indian,4.1
208,1642,352,02-03-2023,1250.84,User_1642,Bangalore,Gold,Restaurant_352,Italian,4.7
209,761,232,01-02-2023,353.88,User_761,Pune,Regular,Restaurant_232,Mexican,4.0
210,1816,458,02-05-2023,169.2,User_1816,Pune,Regular,Restaurant_458,Italian,4.8
211,1209,437,26-12-2023,484.58,User_1209,Bangalore,Gold,Restaurant_437,Indian,3.3
212,2339,20,10-11-2023,390.16,User_2339,Pune,Regular,Restaurant_20,Indian,3.7
213,2626,374,24-05-2023,701.52,User_2626,Bangalore,Gold,Restaurant_374,Mexican,3.6
214,66,365,29-12-2023,1229.36,User_66,Chennai,Gold,Restaurant_365,Italian,3.6
215,1087,446,24-07-2023,334.56,User_1087,Pune,Regular,Restaurant_446,Indian,4.9
216,105,106,08-04-2023,455.32,User_105,Hyderabad,Gold,Restaurant_106,Indian,4.8
217,1846,376,20-02-2023,538.3,User_1846,Chennai,Regular,Restaurant_376,Indian,3.4
218,327,138,14-03-2023,825.18,User_327,Hyderabad,Regular,Restaurant_138,Indian,4.8
219,430,125,03-02-2023,883.67,User_430,Hyderabad,Gold,Restaurant_125,Chinese,4.3
220,1154,132,17-12-2023,394.85,User_1154,Bangalore,Regular,Restaurant_132,Indian,3.7
221,2922,338,17-04-2023,616.19,User_2922,Chennai,Gold,Restaurant_338,Mexican,4.5
222,1884,459,18-05-2023,572.97,User_1884,Chennai,Regular,Restaurant_459,Italian,4.6
223,1118,407,10-04-2023,1477.26,User_1118,Pune,Gold,Restaurant_407,Mexican,4.6
224,370,277,14-04-2023,1130.13,User_370,Bangalore,Gold,Restaurant_277,Mexican,3.3
225,2992,47,28-07-2023,491.77,User_2992,Bangalore,Regular,Restaurant_47,Indian,3.4
226,2341,100,25-03-2023,307.03,User_2341,Bangalore,Regular,Restaurant_100,Indian,3.3
227,77,466,01-03-2023,361.97,User_77,Pune,Regular,Restaurant_466,Italian,4.9
228,2302,196,06-02-2023,618.25,User_2302,Chennai,Regular,Restaurant_196,Italian,5.0
229,760,351,13-12-2023,672.94,User_760,Chennai,Regular,Restaurant_351,Mexican,4.2
230,2064,186,24-01-2023,1406.25,User_2064,Hyderabad,Regular,Restaurant_186,Indian,4.3
231,399,280,09-01-2023,272.23,User_399,Bangalore,Regular,Restaurant_280,Chinese,3.7
232,196,419,11-03-2023,744.13,User_196,Hyderabad,Gold,Restaurant_419,Chinese,3.6
233,2278,492,23-08-2023,661.75,User_2278,Bangalore,Gold,Restaurant_492,Italian,4.0
234,2342,62,08-02-2023,724.11,User_2342,Pune,Regular,Restaurant_62,Indian,3.1
235,629,2,23-06-2023,144.79,User_629,Bangalore,Gold,Restaurant_2,Indian,4.1
236,1298,349,15-05-2023,735.33,User_1298,Chennai,Gold,Restaurant_349,Indian,4.5
237,991,329,02-09-2023,379.94,User_991,Pune,Regular,Restaurant_329,Chinese,3.3
238,1695,140,30-09-2023,745.99,User_1695,Bangalore,Gold,Restaurant_140,Italian,3.3
239,2165,272,28-12-2023,572.94,User_2165,Chennai,Gold,Restaurant_272,Indian,4.8
240,1879,97,20-12-2023,1296.96,User_1879,Hyderabad,Gold,Restaurant_97,Mexican,3.7
241,2067,438,19-09-2023,1339.09,User_2067,Chennai,Gold,Restaurant_438,Italian,3.2
242,2160,198,16-03-2023,809.35,User_2160,Chennai,Regular,Restaurant_198,Mexican,4.1
243,690,17,19-09-2023,1139.5,User_690,Hyderabad,Gold,Restaurant_17,Indian,4.6
244,323,55,10-07-2023,506.36,User_323,Bangalore,Regular,Restaurant_55,Indian,3.5
245,1067,470,07-04-2023,793.48,User_1067,Bangalore,Regular,Restaurant_470,Italian,3.6
246,2438,339,09-08-2023,212.5,User_2438,Pune,Gold,Restaurant_339,Indian,3.1
247,170,315,25-06-2023,662.32,User_170,Hyderabad,Gold,Restaurant_315,Mexican,4.7
248,958,6,02-10-2023,931.29,User_958,Chennai,Gold,Restaurant_6,Chinese,4.8
249,478,438,30-09-2023,238.03,User_478,Pune,Regular,Restaurant_438,Italian,3.2
250,2143,406,05-06-2023,1067.0,User_2143,Hyderabad,Regular,Restaurant_406,Chinese,4.5
251,2575,250,10-02-2023,248.07,User_2575,Hyderabad,Regular,Restaurant_250,Mexican,3.4
252,677,396,25-03-2023,1032.04,User_677,Chennai,Gold,Restaurant_396,Mexican,4.8
253,344,316,15-10-2023,1117.08,User_344,Chennai,Gold,Restaurant_316,Chinese,4.8
254,2588,270,15-04-2023,793.84,User_2588,Hyderabad,Regular,Restaurant_270,Mexican,3.8
255,2125,279,10-12-2023,655.05,User_2125,Pune,Gold,Restaurant_279,Italian,4.9
256,1220,205,14-05-2023,212.44,User_1220,Hyderabad,Regular,Restaurant_205,Italian,4.2
257,943,396,17-06-2023,965.63,User_943,Chennai,Regular,Restaurant_396,Mexican,4.8
258,968,481,27-06-2023,1159.83,User_968,Bangalore,Regular,Restaurant_481,Indian,4.2
259,775,315,06-12-2023,1152.68,User_775,Chennai,Regular,Restaurant_315,Mexican,4.7
260,2482,70,10-08-2023,314.23,User_2482,Chennai,Regular,Restaurant_70,Chinese,4.7
261,1680,187,25-02-2023,369.43,User_1680,Pune,Regular,Restaurant_187,Chinese,3.8
262,1130,188,17-04-2023,256.62,User_1130,Chennai,Gold,Restaurant_188,Chinese,4.6
263,1026,247,15-06-2023,335.79,User_1026,Chennai,Gold,Restaurant_247,Mexican,3.2
264,597,106,28-07-2023,141.92,User_597,Hyderabad,Regular,Restaurant_106,Indian,4.8
265,803,152,28-08-2023,1424.31,User_803,Hyderabad,Regular,Restaurant_152,Indian,4.8
266,2519,60,26-05-2023,523.34,User_2519,Chennai,Gold,Restaurant_60,Mexican,3.6
267,956,357,15-05-2023,980.0,User_956,Chennai,Gold,Restaurant_357,Italian,3.8
268,1484,496,28-01-2023,403.36,User_1484,Chennai,Gold,Restaurant_496,Indian,3.1
269,1691,339,20-07-2023,1300.3,User_1691,Pune,Gold,Restaurant_339,Indian,3.1
270,427,332,09-10-2023,1198.77,User_427,Pune,Gold,Restaurant_332,Chinese,4.8
271,565,284,29-01-2023,798.3,User_565,Bangalore,Regular,Restaurant_284,Indian,4.7
272,1489,331,27-06-2023,1120.81,User_1489,Bangalore,Regular,Restaurant_331,Mexican,3.4
273,2316,135,14-04-2023,527.2,User_2316,Hyderabad,Regular,Restaurant_135,Indian,3.7
274,679,170,11-06-2023,803.59,User_679,Chennai,Regular,Restaurant_170,Mexican,4.4
275,1754,256,18-03-2023,301.25,User_1754,Chennai,Gold,Restaurant_256,Italian,3.1
276,2191,125,28-11-2023,269.2,User_2191,Pune,Gold,Restaurant_125,Chinese,4.3
277,2403,282,25-09-2023,205.98,User_2403,Pune,Gold,Restaurant_282,Indian,4.4
278,2124,343,21-12-2023,1388.57,User_2124,Hyderabad,Gold,Restaurant_343,Mexican,4.4
279,1505,493,01-12-2023,916.46,User_1505,Pune,Gold,Restaurant_493,Mexican,4.2
280,443,263,05-05-2023,1032.33,User_443,Hyderabad,Regular,Restaurant_263,Indian,4.4
281,349,271,13-05-2023,850.33,User_349,Bangalore,Regular,Restaurant_271,Chinese,3.8
282,2071,224,05-12-2023,742.69,User_2071,Hyderabad,Regular,Restaurant_224,Chinese,4.8
283,55,175,26-10-2023,1434.2,User_55,Bangalore,Regular,Restaurant_175,Chinese,4.1
284,1174,366,18-03-2023,951.22,User_1174,Pune,Regular,Restaurant_366,Indian,4.5
285,764,365,24-03-2023,571.04,User_764,Hyderabad,Regular,Restaurant_365,Italian,3.6
286,1446,81,08-08-2023,711.18,User_1446,Pune,Regular,Restaurant_81,Chinese,3.2
287,4,449,26-09-2023,1010.1,User_4,Bangalore,Regular,Restaurant_449,Indian,4.5
